question,options,answer,answer_idx,source,correctness,run_0_response_json,run_0_response_idx,run_0_response,run_0_options,run_1_response_json,run_1_response_idx,run_1_response,run_1_options,run_2_response_json,run_2_response_idx,run_2_response,run_2_options,run_3_response_json,run_3_response_idx,run_3_response,run_3_options,response_set,consistency,is_certain
"When they got out of the car in the mountains he felt like he was breathing fresh air for the first time, he began to do what to enjoy it more?","['living', 'hyperventilate', 'feeling good', 'breathe deeply']",breathe deeply,0,csqa,1.0,"{'proba': ['0.2', '0.6', '0.1', '0.1'], 'response_idx': '1'}",1,breathe deeply,"['living', 'hyperventilate', 'feeling good', 'breathe deeply']","{'proba': ['0.2', '0.1', '0.6', '0.1'], 'response_idx': '2'}",2,breathe deeply,"['living', 'hyperventilate', 'feeling good', 'breathe deeply']","{'proba': ['0.7', '0.1', '0.1', '0.1'], 'response_idx': '0'}",0,breathe deeply,"['living', 'hyperventilate', 'feeling good', 'breathe deeply']","{'proba': ['0.2', '0.1', '0.3', '0.4'], 'response_idx': '3'}",3,breathe deeply,"['living', 'hyperventilate', 'feeling good', 'breathe deeply']",{'breathe deeply'},1.0,True
Both Richard and Karen Carpenter came fro which state?,"['nutmeg state', 'connecticut', 'ct usa', 'economy of connecticut']",connecticut,0,trivia,1.0,"{'proba': ['0.2', '0.3', '0.4', '0.1'], 'response_idx': '1'}",1,connecticut,"['nutmeg state', 'connecticut', 'ct usa', 'economy of connecticut']","{'proba': ['0.9', '0.05', '0.025', '0.025'], 'response_idx': '0'}",0,connecticut,"['nutmeg state', 'connecticut', 'ct usa', 'economy of connecticut']","{'proba': ['0.1', '0.2', '0.1', '0.6'], 'response_idx': '3'}",3,connecticut,"['nutmeg state', 'connecticut', 'ct usa', 'economy of connecticut']","{'proba': ['0.1', '0.7', '0.1', '0.1'], 'response_idx': '1'}",1,connecticut,"['nutmeg state', 'connecticut', 'ct usa', 'economy of connecticut']",{'connecticut'},1.0,True
What was Rambo's first name?,"['john song', 'john', 'john european rulers', 'john disambiguation']",john,0,trivia,1.0,"{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,john,"['john song', 'john', 'john european rulers', 'john disambiguation']","{'proba': ['0.1', '0.1', '0.7', '0.1'], 'response_idx': '2'}",2,john,"['john song', 'john', 'john european rulers', 'john disambiguation']","{'proba': ['0.1', '0.1', '0.7', '0.1'], 'response_idx': '2'}",2,john,"['john song', 'john', 'john european rulers', 'john disambiguation']","{'proba': ['0.1', '0.7', '0.1', '0.1'], 'response_idx': '1'}",1,john,"['john song', 'john', 'john european rulers', 'john disambiguation']",{'john'},1.0,True
"In Florida, both panthers and bobcats prey on white-tailed deer. How will their competition for food most likely be affected if white-tailed deer populations in Florida suddenly decreases?","['Competition will decrease between bobcats and panthers.', 'Competition will decrease between white-tailed deer and panthers.', 'Competition will increase between white-tailed deer and bobcats.', 'Competition will increase between bobcats and panthers.']",Competition will increase between bobcats and panthers.,0,arc,0.5,"{'proba': ['0.3', '0.1', '0.4', '0.2'], 'response_idx': '2'}",2,Competition will decrease between bobcats and panthers.,"['Competition will decrease between bobcats and panthers.', 'Competition will decrease between white-tailed deer and panthers.', 'Competition will increase between white-tailed deer and bobcats.', 'Competition will increase between bobcats and panthers.']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '2'}",2,Competition will increase between bobcats and panthers.,"['Competition will decrease between bobcats and panthers.', 'Competition will decrease between white-tailed deer and panthers.', 'Competition will increase between white-tailed deer and bobcats.', 'Competition will increase between bobcats and panthers.']","{'proba': ['0.4', '0.3', '0.2', '0.1'], 'response_idx': '0'}",0,Competition will increase between bobcats and panthers.,"['Competition will decrease between bobcats and panthers.', 'Competition will decrease between white-tailed deer and panthers.', 'Competition will increase between white-tailed deer and bobcats.', 'Competition will increase between bobcats and panthers.']","{'proba': ['0.3', '0.2', '0.4', '0.1'], 'response_idx': '2'}",2,Competition will increase between white-tailed deer and bobcats.,"['Competition will decrease between bobcats and panthers.', 'Competition will decrease between white-tailed deer and panthers.', 'Competition will increase between white-tailed deer and bobcats.', 'Competition will increase between bobcats and panthers.']","{'Competition will decrease between bobcats and panthers.', 'Competition will increase between bobcats and panthers.', 'Competition will increase between white-tailed deer and bobcats.'}",0.5,False
What is a person who has become a minimalist hope to achieve?,"['new computer', 'freedom from want', 'own house', 'peacefulness']",freedom from want,0,csqa,1.0,"{'proba': ['0.1', '0.7', '0.1', '0.1'], 'response_idx': '1'}",1,freedom from want,"['new computer', 'freedom from want', 'own house', 'peacefulness']","{'proba': ['0.1', '0.7', '0.1', '0.1'], 'response_idx': '1'}",1,freedom from want,"['new computer', 'freedom from want', 'own house', 'peacefulness']","{'proba': ['0.1', '0.6', '0.2', '0.1'], 'response_idx': '1'}",1,freedom from want,"['new computer', 'freedom from want', 'own house', 'peacefulness']","{'proba': ['0.1', '0.6', '0.1', '0.2'], 'response_idx': '1'}",1,freedom from want,"['new computer', 'freedom from want', 'own house', 'peacefulness']",{'freedom from want'},1.0,True
The increasing scarcity of elephants and rhinos led ot a 1989 ban on which substance?,"['elfenbein', 'list of animals that produce ivory', 'ivory', 'ivory board']",ivory,0,trivia,1.0,"{'proba': ['0.2', '0.6', '0.1', '0.1'], 'response_idx': '1'}",1,ivory,"['elfenbein', 'list of animals that produce ivory', 'ivory', 'ivory board']","{'proba': ['0.1', '0.2', '0.6', '0.1'], 'response_idx': '2'}",2,ivory,"['elfenbein', 'list of animals that produce ivory', 'ivory', 'ivory board']","{'proba': ['0.9', '0.05', '0.03', '0.02'], 'response_idx': '0'}",0,ivory,"['elfenbein', 'list of animals that produce ivory', 'ivory', 'ivory board']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '2'}",2,ivory,"['elfenbein', 'list of animals that produce ivory', 'ivory', 'ivory board']",{'ivory'},1.0,True
Jersey Joe Walcott was a world champion in which sport?,"['boxing', 'fist fight', 'corner person', 'cornermen']",boxing,0,trivia,1.0,"{'proba': ['0.9', '0.05', '0.025', '0.025'], 'response_idx': '0'}",0,boxing,"['boxing', 'fist fight', 'corner person', 'cornermen']","{'proba': ['0.1', '0.8', '0.05', '0.05'], 'response_idx': '1'}",1,boxing,"['boxing', 'fist fight', 'corner person', 'cornermen']","{'proba': ['0.1', '0.1', '0.7', '0.1'], 'response_idx': '2'}",2,boxing,"['boxing', 'fist fight', 'corner person', 'cornermen']","{'response_idx': 0, 'proba': ['0.85', '0.05', '0.05', '0.05']}",0,boxing,"['boxing', 'fist fight', 'corner person', 'cornermen']",{'boxing'},1.0,True
Ice water is poured into four cups made of different materials. The cup made of which material will be the coldest to touch after one minute?,"['metal', 'foam', 'glass', 'plastic']",metal,0,arc,0.0,"{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '1'}",1,glass,"['metal', 'foam', 'glass', 'plastic']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '1'}",1,glass,"['metal', 'foam', 'glass', 'plastic']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '2'}",2,glass,"['metal', 'foam', 'glass', 'plastic']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '1'}",1,foam,"['metal', 'foam', 'glass', 'plastic']","{'glass', 'foam'}",0.75,False
One 7.0 kg bowling ball is lifted to a storage shelf 1.0 m above the floor. A second 7.0 kg ball is lifted to a storage shelf 2.0 m above the floor. Which of the following best explains why the measured force of gravity on each ball is nearly identical?,"['The amount of work required to lift each ball is identical.', ""The gravitational force of each ball on the other cancels out the force of Earth's gravity."", 'The final potential energy of each ball increased.', ""The distance of each ball from Earth's center of mass is almost identical.""]",The distance of each ball from Earth's center of mass is almost identical.,0,arc,0.75,"{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '3'}",3,The distance of each ball from Earth's center of mass is almost identical.,"['The amount of work required to lift each ball is identical.', ""The gravitational force of each ball on the other cancels out the force of Earth's gravity."", 'The final potential energy of each ball increased.', ""The distance of each ball from Earth's center of mass is almost identical.""]","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '3'}",3,The distance of each ball from Earth's center of mass is almost identical.,"['The amount of work required to lift each ball is identical.', ""The gravitational force of each ball on the other cancels out the force of Earth's gravity."", 'The final potential energy of each ball increased.', ""The distance of each ball from Earth's center of mass is almost identical.""]","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '1'}",1,The distance of each ball from Earth's center of mass is almost identical.,"['The amount of work required to lift each ball is identical.', ""The gravitational force of each ball on the other cancels out the force of Earth's gravity."", 'The final potential energy of each ball increased.', ""The distance of each ball from Earth's center of mass is almost identical.""]","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '0'}",0,The amount of work required to lift each ball is identical.,"['The amount of work required to lift each ball is identical.', ""The gravitational force of each ball on the other cancels out the force of Earth's gravity."", 'The final potential energy of each ball increased.', ""The distance of each ball from Earth's center of mass is almost identical.""]","{""The distance of each ball from Earth's center of mass is almost identical."", 'The amount of work required to lift each ball is identical.'}",0.75,False
In TV's All In The Family what was Mike and Gloria's son called?,"['joey film', 'joey', 'joey song', 'joey disambiguation']",joey,0,trivia,1.0,"{'proba': ['0.1', '0.7', '0.1', '0.1'], 'response_idx': '1'}",1,joey,"['joey film', 'joey', 'joey song', 'joey disambiguation']","{'proba': ['0.1', '0.7', '0.1', '0.1'], 'response_idx': '1'}",1,joey,"['joey film', 'joey', 'joey song', 'joey disambiguation']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '0'}",0,joey,"['joey film', 'joey', 'joey song', 'joey disambiguation']","{'proba': ['0.1', '0.7', '0.1', '0.1'], 'response_idx': '1'}",1,joey,"['joey film', 'joey', 'joey song', 'joey disambiguation']",{'joey'},1.0,True
"It was something that had weighed on him his whole life, finally discovering truth was a what?","['satisfaction', 'happiness', 'conclusion', 'relief']",relief,0,csqa,0.25,"{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '0'}",0,conclusion,"['satisfaction', 'happiness', 'conclusion', 'relief']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '1'}",1,relief,"['satisfaction', 'happiness', 'conclusion', 'relief']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '0'}",0,conclusion,"['satisfaction', 'happiness', 'conclusion', 'relief']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '2'}",2,conclusion,"['satisfaction', 'happiness', 'conclusion', 'relief']","{'relief', 'conclusion'}",0.75,False
An ice cube placed in sunlight melts quickly. Which BEST explains this event?,"['The ice cube is a solid.', 'The Sun is far away.', 'The ice cube looks clear.', 'The Sun makes heat.']",The Sun makes heat.,0,arc,1.0,"{'proba': ['0.7', '0.1', '0.1', '0.1'], 'response_idx': '0'}",0,The Sun makes heat.,"['The ice cube is a solid.', 'The Sun is far away.', 'The ice cube looks clear.', 'The Sun makes heat.']","{'proba': ['0.1', '0.1', '0.6', '0.2'], 'response_idx': '2'}",2,The Sun makes heat.,"['The ice cube is a solid.', 'The Sun is far away.', 'The ice cube looks clear.', 'The Sun makes heat.']","{'proba': ['0.7', '0.1', '0.1', '0.1'], 'response_idx': '0'}",0,The Sun makes heat.,"['The ice cube is a solid.', 'The Sun is far away.', 'The ice cube looks clear.', 'The Sun makes heat.']","{'proba': ['0.2', '0.1', '0.3', '0.4'], 'response_idx': '3'}",3,The Sun makes heat.,"['The ice cube is a solid.', 'The Sun is far away.', 'The ice cube looks clear.', 'The Sun makes heat.']",{'The Sun makes heat.'},1.0,True
"Hi, my name's Alan. I'm fourteen years old. I go to Canyon Middle School in America. I go to school on weekdays, but not on Saturday or Sunday. I usually have breakfast at eight o'clock. I enjoy some bread and milk for breakfast. My class starts at ten to nine. My friend Lisa sits in front of me, and my friend Peter sits next to me. We have three lessons in the morning, and we usually have English, maths in the morning. In the afternoon, we usually have a PE lesson and we often play basketball. That's my favourite. I don't like history or geography because they are difficult. After school, I usually go back home at once. In the evening, I enjoy watching TV.

Why doesn't Alan like geography?","[""Because it's not funny."", ""Because it's too easy."", ""Because it's very long."", ""Because it's hard.""]",Because it's hard.,0,race,1.0,"{'proba': ['0.1', '0.8', '0.05', '0.05'], 'response_idx': '1'}",1,Because it's hard.,"[""Because it's not funny."", ""Because it's too easy."", ""Because it's very long."", ""Because it's hard.""]","{'proba': ['0.1', '0.8', '0.05', '0.05'], 'response_idx': '1'}",1,Because it's hard.,"[""Because it's not funny."", ""Because it's too easy."", ""Because it's very long."", ""Because it's hard.""]","{'proba': ['0.1', '0.1', '0.7', '0.1'], 'response_idx': '2'}",2,Because it's hard.,"[""Because it's not funny."", ""Because it's too easy."", ""Because it's very long."", ""Because it's hard.""]","{'proba': ['0.2', '0.1', '0.1', '0.6'], 'response_idx': '3'}",3,Because it's hard.,"[""Because it's not funny."", ""Because it's too easy."", ""Because it's very long."", ""Because it's hard.""]","{""Because it's hard.""}",1.0,True
In which country is the Bendorf bridge?,"['germany', 'geramny', 'nemska', 'foederal republic of germany']",germany,0,trivia,0.75,"{'proba': ['0.1', '0.05', '0.7', '0.15'], 'response_idx': '2'}",2,foederal republic of germany,"['germany', 'geramny', 'nemska', 'foederal republic of germany']","{'proba': ['0.7', '0.2', '0.05', '0.05'], 'response_idx': '0'}",0,germany,"['germany', 'geramny', 'nemska', 'foederal republic of germany']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '0'}",0,germany,"['germany', 'geramny', 'nemska', 'foederal republic of germany']","{'proba': ['0.9', '0.05', '0.03', '0.02'], 'response_idx': '0'}",0,germany,"['germany', 'geramny', 'nemska', 'foederal republic of germany']","{'germany', 'foederal republic of germany'}",0.75,False
"Mr. Smith works in an office. He's very busy and has no time to have a good rest . Every evening , when he comes back from his office , he's always tired and wants to go to bed early . But his wife, Mrs Smith, often has a lot of interesting things to tell him after dinner . She doesn't stop talking before she goes to sleep .
One day the man felt terrible and couldn't go to work . He decided to go to see a doctor . And Mrs. Smith went to the hospital with him . Before her husband asked the doctor what was wrong with him , the woman told the doctor all and the doctor understood why . He wrote out a prescription . And when Mrs. Smith brought the medicine to the doctor , the doctor said to her , "" The bottle of medicine is for your husband and the sleeping pills are for you . "" "" For me ? "" the woman said in surprise "" I'm fine . I don't need any medicine ! "" "" I don't think so , madam "" , said the doctor . "" They are sleeping pills . Your husband will soon be all right if you take them . ""

In fact , Mr. Smith will soon be all right if   _   .","['Mr. Smith takes the sleeping pills', 'Mrs. Smith takes the bottle of medicine', 'Mrs. Smith stops talking too much at night', 'Mr. Smith stops working late']",Mrs. Smith stops talking too much at night,0,race,0.25,"{'proba': ['0.2', '0.6', '0.1', '0.1'], 'response_idx': '1'}",1,Mr. Smith takes the sleeping pills,"['Mr. Smith takes the sleeping pills', 'Mrs. Smith takes the bottle of medicine', 'Mrs. Smith stops talking too much at night', 'Mr. Smith stops working late']","{'proba': ['0.3', '0.2', '0.1', '0.4'], 'response_idx': '3'}",3,Mr. Smith takes the sleeping pills,"['Mr. Smith takes the sleeping pills', 'Mrs. Smith takes the bottle of medicine', 'Mrs. Smith stops talking too much at night', 'Mr. Smith stops working late']","{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,Mr. Smith takes the sleeping pills,"['Mr. Smith takes the sleeping pills', 'Mrs. Smith takes the bottle of medicine', 'Mrs. Smith stops talking too much at night', 'Mr. Smith stops working late']","{'proba': ['0.4', '0.1', '0.4', '0.1'], 'response_idx': '2'}",2,Mrs. Smith stops talking too much at night,"['Mr. Smith takes the sleeping pills', 'Mrs. Smith takes the bottle of medicine', 'Mrs. Smith stops talking too much at night', 'Mr. Smith stops working late']","{'Mrs. Smith stops talking too much at night', 'Mr. Smith takes the sleeping pills'}",0.75,False
Where would you put a writing instrument if you are a woman and want to bring it with you?,"['pocket', 'stationery store', 'purse', 'classroom']",purse,0,csqa,1.0,"{'proba': ['0.2', '0.1', '0.1', '0.6'], 'response_idx': '3'}",3,purse,"['pocket', 'stationery store', 'purse', 'classroom']","{'proba': ['0.1', '0.8', '0.05', '0.05'], 'response_idx': '1'}",1,purse,"['pocket', 'stationery store', 'purse', 'classroom']","{'proba': ['0.2', '0.7', '0.05', '0.05'], 'response_idx': '1'}",1,purse,"['pocket', 'stationery store', 'purse', 'classroom']","{'proba': ['0.2', '0.1', '0.6', '0.1'], 'response_idx': '2'}",2,purse,"['pocket', 'stationery store', 'purse', 'classroom']",{'purse'},1.0,True
"Do you like animals? Come to Xinxin zoo to see the Australian koalas and lions from South Africa. The American tigers are waiting for you. Do you want to see penguins? They are kind of interesting. We also have very cute pandas, but they are a little shy, so please be very quiet. You can play with the dolphins. They are smart and cute. Do you like the giraffes? They are fun. And there are many other animals, too. It's really exciting!
Tickets :Grown--ups :Y=2.00
Students of 6--12:Y=1.00
Time:  Monday--Friday:   9:00 a.m--4:00 p.m
Saturday--Sunday:8:00 a.m--5:00 p.m
Don't give food to the animals.

Today is Monday. It's 8:00 a.m now. Can we see the animals now?","[""No, we can't"", 'Yes, we do', ""No, we don't"", 'Yes, we can']","No, we can't",0,race,0.0,"{'proba': ['0.6', '0.1', '0.3', '0.0'], 'response_idx': '2'}",2,"Yes, we can","[""No, we can't"", 'Yes, we do', ""No, we don't"", 'Yes, we can']","{'proba': ['0.6', '0.1', '0.2', '0.1'], 'response_idx': '2'}",2,"Yes, we can","[""No, we can't"", 'Yes, we do', ""No, we don't"", 'Yes, we can']","{'proba': ['0.8', '0.1', '0.05', '0.05'], 'response_idx': '0'}",0,"Yes, we do","[""No, we can't"", 'Yes, we do', ""No, we don't"", 'Yes, we can']","{'proba': ['0.4', '0.1', '0.3', '0.2'], 'response_idx': '3'}",3,"Yes, we can","[""No, we can't"", 'Yes, we do', ""No, we don't"", 'Yes, we can']","{'Yes, we can', 'Yes, we do'}",0.75,False
Who did the Americans recognize as ruler of Vietnam in 1950 when the Soviets acknowledged Ho Chi Min?,"['bảo đại', 'vinh thuy phuc nguyen', 'bao dai', 'bao dai of vietnam']",bao dai,0,trivia,0.75,"{'proba': ['0.3', '0.2', '0.4', '0.1'], 'response_idx': '0'}",0,bao dai,"['bảo đại', 'vinh thuy phuc nguyen', 'bao dai', 'bao dai of vietnam']","{'proba': ['0.1', '0.7', '0.1', '0.1'], 'response_idx': '1'}",1,bao dai,"['bảo đại', 'vinh thuy phuc nguyen', 'bao dai', 'bao dai of vietnam']","{'proba': ['0.4', '0.3', '0.2', '0.1'], 'response_idx': '0'}",0,bao dai,"['bảo đại', 'vinh thuy phuc nguyen', 'bao dai', 'bao dai of vietnam']","{'proba': ['0.8', '0.1', '0.05', '0.05'], 'response_idx': '0'}",0,bảo đại,"['bảo đại', 'vinh thuy phuc nguyen', 'bao dai', 'bao dai of vietnam']","{'bao dai', 'bảo đại'}",0.75,False
"Mr. Rock has some apple trees in his garden . He looks after them carefully . Now there are very good apples on the trees and Mr. Rock is happy.
This afternoon when he looks out of the window, he sees a boy in one of his apple trees. He is eating the nice apples!
Mr. Rock opens the window and shouts. ""Hey! What are you doing there? Come down and go away, or I'll go to see your father!""
""Dad!"" the boy looks up and cries , "" Mr. Rock wants to see you!""

Mr. Rock is happy that   _  .","['his apples are very good', 'he has some trees', 'a boy is in the tree', 'he looks after the tree carefully']",his apples are very good,0,race,0.0,"{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,a boy is in the tree,"['his apples are very good', 'he has some trees', 'a boy is in the tree', 'he looks after the tree carefully']","{'proba': ['0.2', '0.2', '0.6', '0.0'], 'response_idx': '2'}",2,a boy is in the tree,"['his apples are very good', 'he has some trees', 'a boy is in the tree', 'he looks after the tree carefully']","{'proba': ['0.1', '0.4', '0.1', '0.4'], 'response_idx': '1'}",1,a boy is in the tree,"['his apples are very good', 'he has some trees', 'a boy is in the tree', 'he looks after the tree carefully']","{'proba': ['0.1', '0.1', '0.7', '0.1'], 'response_idx': '2'}",2,a boy is in the tree,"['his apples are very good', 'he has some trees', 'a boy is in the tree', 'he looks after the tree carefully']",{'a boy is in the tree'},1.0,False
"One day, I heard an American boy say to a Chinese student of English, ""You speak very good English."" But the student answered, ""NO, no. My English is very poor."" The foreigner was quite surprised at the answer. Thinking he had not made himself understood or the Chinese student had not heard him clearly, he said, ""Yes, indeed, you speak very well."" But the Chinese student sill kept saying ""No."" In the end the American boy could not understand and didn't know what to say.
What's wrong with the student's answer? He didn't accept a compliment in the same way as the American people do. He should answer ""thank you"" instead of ""no"". He really understood what the American boy had said, but he thought he should be modest .In the west, people will feel proud and confident when they are praised. So if someone says the dishes you have cooked are very delicious, you should say ""Thank you"". If someone says to a woman ""You look so beautiful with the new clothes on."" She must be very happy and answer ""Thank you"".
In our country we think being modest is a virtue and being proud is a bad thing, but in my opinion, being confident does not mean being proud, so  sometimes you should be confident instead of being modest.
If you are modest and say, ""No, I'm afraid I can't do it well"" while working in a western country, the others may think that you really cannot do it. If you often say ""No"", you will certainly be looked down upon by others. If asking for a job, one says something like ""Yes, I can certainly do it"" instead of ""Let me have a try"", he or she will expect to get it. So in the west, you should be brave to show your self-confidence!

We can learn that the writer wants us to   _   through his passage.","['be beautiful', 'be clever', 'be confident', 'be modest']",be confident,0,race,1.0,"{'proba': ['0.1', '0.1', '0.7', '0.1'], 'response_idx': '2'}",2,be confident,"['be beautiful', 'be clever', 'be confident', 'be modest']","{'proba': ['0.2', '0.6', '0.1', '0.1'], 'response_idx': '1'}",1,be confident,"['be beautiful', 'be clever', 'be confident', 'be modest']","{'proba': ['0.1', '0.1', '0.7', '0.1'], 'response_idx': '2'}",2,be confident,"['be beautiful', 'be clever', 'be confident', 'be modest']","{'proba': ['0.1', '0.1', '0.7', '0.1'], 'response_idx': '2'}",2,be confident,"['be beautiful', 'be clever', 'be confident', 'be modest']",{'be confident'},1.0,True
How many basic units of information in a DNA molecule are required to encode a single amino acid?,"['2', '1', '4', '3']",3,0,arc,0.5,"{'proba': ['0.3', '0.3', '0.3', '0.1'], 'response_idx': '0'}",0,3,"['2', '1', '4', '3']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '0'}",0,1,"['2', '1', '4', '3']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '0'}",0,3,"['2', '1', '4', '3']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '1'}",1,1,"['2', '1', '4', '3']","{'1', '3'}",0.75,False
"I knew a person who hated hospitals, so when she was in her last days what was her wish?","['thank god', 'climb tree', 'die at home', 'climb stairs']",die at home,0,csqa,1.0,"{'proba': ['0.1', '0.1', '0.7', '0.1'], 'response_idx': '2'}",2,die at home,"['thank god', 'climb tree', 'die at home', 'climb stairs']","{'proba': ['0.6', '0.1', '0.2', '0.1'], 'response_idx': '0'}",0,die at home,"['thank god', 'climb tree', 'die at home', 'climb stairs']","{'proba': ['0.6', '0.1', '0.2', '0.1'], 'response_idx': '0'}",0,die at home,"['thank god', 'climb tree', 'die at home', 'climb stairs']","{'proba': ['0.2', '0.1', '0.6', '0.1'], 'response_idx': '2'}",2,die at home,"['thank god', 'climb tree', 'die at home', 'climb stairs']",{'die at home'},1.0,True
"John gets up early from Monday to Saturday, because he must go to school before 7:30 on weekdays and go to the Drawing Club at 8:00 on Saturday mornings. He usually goes to the bookshop on Saturday afternoons, and after supper he watches TV until  midnight.
He doesn't get up early on Sundays. John's parents both work on Sundays. John always watches TV after he gets up. Then he usually goes to KFC to have a hamburger and some juice for lunch. After that, he goes back home and starts to play computer games until his parents come back. He does his homework after supper. He usually has lots of weekend homework, so he must spend three hours on it. He usually goes to bed at about 11:00 p.m. on Sundays. He often complains  he has too much homework to do.

How often does John need to get up early?","['Only at the weekend.', 'Five days a week.', 'Every day.', 'Every day except on Sundays.']",Every day except on Sundays.,0,race,1.0,"{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '2'}",2,Every day except on Sundays.,"['Only at the weekend.', 'Five days a week.', 'Every day.', 'Every day except on Sundays.']","{'proba': ['0.2', '0.6', '0.1', '0.1'], 'response_idx': '1'}",1,Every day except on Sundays.,"['Only at the weekend.', 'Five days a week.', 'Every day.', 'Every day except on Sundays.']","{'proba': ['0.9', '0.05', '0.05', '0'], 'response_idx': '0'}",0,Every day except on Sundays.,"['Only at the weekend.', 'Five days a week.', 'Every day.', 'Every day except on Sundays.']","{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,Every day except on Sundays.,"['Only at the weekend.', 'Five days a week.', 'Every day.', 'Every day except on Sundays.']",{'Every day except on Sundays.'},1.0,True
Geologists frequently use mass spectrometers in determining the relative age of rocks. A spectrometer can differentiate between the ratios of isotopes in rock samples and calculates the radioactive decay involving what two isotopes?,"['Uranium - Strontium', 'Potassium - Argon', 'Rubidium - Strontium', 'Uranium - Lead']",Uranium - Lead,0,arc,0.5,"{'proba': ['0.2', '0.1', '0.6', '0.1'], 'response_idx': '2'}",2,Uranium - Lead,"['Uranium - Strontium', 'Potassium - Argon', 'Rubidium - Strontium', 'Uranium - Lead']","{'proba': ['0.2', '0.1', '0.6', '0.1'], 'response_idx': '2'}",2,Uranium - Lead,"['Uranium - Strontium', 'Potassium - Argon', 'Rubidium - Strontium', 'Uranium - Lead']","{'proba': ['0.1', '0.7', '0.1', '0.1'], 'response_idx': '1'}",1,Rubidium - Strontium,"['Uranium - Strontium', 'Potassium - Argon', 'Rubidium - Strontium', 'Uranium - Lead']","{'proba': ['0.2', '0.3', '0.4', '0.1'], 'response_idx': '2'}",2,Rubidium - Strontium,"['Uranium - Strontium', 'Potassium - Argon', 'Rubidium - Strontium', 'Uranium - Lead']","{'Uranium - Lead', 'Rubidium - Strontium'}",0.75,False
"In a series of chemical reactions, X→Y→Z→A, X converts to Y, Y converts to Z, and Z converts to A. Which term describes the process if the production of A interferes with the conversion of X to Y?","['a complimentary response', 'positive feedback', 'negative feedback', 'a control system']",negative feedback,0,arc,1.0,"{'proba': ['0.1', '0.1', '0.7', '0.1'], 'response_idx': '2'}",2,negative feedback,"['a complimentary response', 'positive feedback', 'negative feedback', 'a control system']","{'proba': ['0.1', '0.1', '0.7', '0.1'], 'response_idx': '1'}",1,negative feedback,"['a complimentary response', 'positive feedback', 'negative feedback', 'a control system']","{'proba': ['0.2', '0.1', '0.1', '0.6'], 'response_idx': '3'}",3,negative feedback,"['a complimentary response', 'positive feedback', 'negative feedback', 'a control system']","{'proba': ['0.1', '0.2', '0.6', '0.1'], 'response_idx': '2'}",2,negative feedback,"['a complimentary response', 'positive feedback', 'negative feedback', 'a control system']",{'negative feedback'},1.0,True
A wetland habitat can continue to support the birds and fish that live there if people ___.,"['drain the water away', 'leave the land alone', 'use the land for planting crops', 'flood the highest parts of the land']",leave the land alone,0,arc,1.0,"{'proba': ['0.2', '0.1', '0.6', '0.1'], 'response_idx': '2'}",2,leave the land alone,"['drain the water away', 'leave the land alone', 'use the land for planting crops', 'flood the highest parts of the land']","{'proba': ['0.6', '0.1', '0.2', '0.1'], 'response_idx': '0'}",0,leave the land alone,"['drain the water away', 'leave the land alone', 'use the land for planting crops', 'flood the highest parts of the land']","{'proba': ['0.2', '0.1', '0.1', '0.6'], 'response_idx': '3'}",3,leave the land alone,"['drain the water away', 'leave the land alone', 'use the land for planting crops', 'flood the highest parts of the land']","{'proba': ['0.1', '0.7', '0.1', '0.1'], 'response_idx': '1'}",1,leave the land alone,"['drain the water away', 'leave the land alone', 'use the land for planting crops', 'flood the highest parts of the land']",{'leave the land alone'},1.0,True
