question,options,answer,answer_idx,source,correctness,run_0_response_json,run_0_response_idx,run_0_response,run_0_options,run_1_response_json,run_1_response_idx,run_1_response,run_1_options,run_2_response_json,run_2_response_idx,run_2_response,run_2_options,run_3_response_json,run_3_response_idx,run_3_response,run_3_options,response_set,consistency,is_certain
Many sea anemones live in what group of tiny marine animals?,"['flower bed', 'florida keys', 'coral sea', 'intertidal zone']",coral sea,0,csqa,0.25,"{'proba': [0.1, 0.2, 0.1, 0.6], 'response_idx': 3}",3,florida keys,"['flower bed', 'florida keys', 'coral sea', 'intertidal zone']","{'proba': [0.1, 0.2, 0.1, 0.6], 'response_idx': 3}",3,flower bed,"['flower bed', 'florida keys', 'coral sea', 'intertidal zone']","{'proba': [0.1, 0.2, 0.1, 0.6], 'response_idx': 3}",3,coral sea,"['flower bed', 'florida keys', 'coral sea', 'intertidal zone']","{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,intertidal zone,"['flower bed', 'florida keys', 'coral sea', 'intertidal zone']","{'intertidal zone', 'coral sea', 'florida keys', 'flower bed'}",0.25,False
"James's parents felt that he was wasting his money, but they still let him put a coin where every weekend?","['wishing well', 'piggy bank', 'change purse', 'eat cake']",wishing well,0,csqa,0.75,"{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,piggy bank,"['wishing well', 'piggy bank', 'change purse', 'eat cake']","{'proba': [0.7, 0.1, 0.2, 0.0], 'response_idx': 0}",0,wishing well,"['wishing well', 'piggy bank', 'change purse', 'eat cake']","{'proba': [0.4, 0.3, 0.1, 0.2], 'response_idx': 0}",0,wishing well,"['wishing well', 'piggy bank', 'change purse', 'eat cake']","{'proba': [0.7, 0.1, 0.1, 0.1], 'response_idx': 0}",0,wishing well,"['wishing well', 'piggy bank', 'change purse', 'eat cake']","{'piggy bank', 'wishing well'}",0.75,False
What was Steve Martin's first film?,"['jerk film', 'cat juggling', 'jerk', 'navin johnson']",jerk,0,trivia,0.75,"{'proba': [0.1, 0.7, 0.1, 0.1], 'response_idx': 1}",1,jerk,"['jerk film', 'cat juggling', 'jerk', 'navin johnson']","{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,jerk film,"['jerk film', 'cat juggling', 'jerk', 'navin johnson']","{'proba': [0.7, 0.1, 0.1, 0.1], 'response_idx': 0}",0,jerk,"['jerk film', 'cat juggling', 'jerk', 'navin johnson']","{'proba': [0.1, 0.05, 0.6, 0.25], 'response_idx': 2}",2,jerk,"['jerk film', 'cat juggling', 'jerk', 'navin johnson']","{'jerk', 'jerk film'}",0.75,False
"If you're using a trash can in the downtown district of a city, where may you be?","['alley', 'water cooler', 'office', 'park']",alley,0,csqa,0.5,"{'proba': [0.4, 0.1, 0.4, 0.1], 'response_idx': 0}",0,alley,"['alley', 'water cooler', 'office', 'park']","{'proba': [0.1, 0.3, 0.4, 0.2], 'response_idx': 2}",2,office,"['alley', 'water cooler', 'office', 'park']","{'proba': [0.1, 0.3, 0.5, 0.1], 'response_idx': 2}",2,park,"['alley', 'water cooler', 'office', 'park']","{'proba': [0.6, 0.1, 0.1, 0.2], 'response_idx': 0}",0,alley,"['alley', 'water cooler', 'office', 'park']","{'office', 'alley', 'park'}",0.5,False
Which British actor's autobiography was called What's It All About?,"['michael cane', 'sir michael caine', 'maurice micklewhite', 'sir michael caine cbe']",michael cane,0,trivia,0.0,"{'proba': [0.1, 0.7, 0.1, 0.1], 'response_idx': 1}",1,sir michael caine,"['michael cane', 'sir michael caine', 'maurice micklewhite', 'sir michael caine cbe']","{'proba': [0.7, 0.1, 0.1, 0.1], 'response_idx': 0}",0,sir michael caine,"['michael cane', 'sir michael caine', 'maurice micklewhite', 'sir michael caine cbe']","{'proba': [0.8, 0.1, 0.1, 0.0], 'response_idx': 0}",0,sir michael caine cbe,"['michael cane', 'sir michael caine', 'maurice micklewhite', 'sir michael caine cbe']","{'proba': [0.1, 0.6, 0.1, 0.2], 'response_idx': 1}",1,sir michael caine,"['michael cane', 'sir michael caine', 'maurice micklewhite', 'sir michael caine cbe']","{'sir michael caine', 'sir michael caine cbe'}",0.75,False
"Sam came to despise his sister.  On the other hand, she felt what for him?","['honor', 'worship', 'admire', 'love']",admire,0,csqa,0.0,"{'proba': [0.3, 0.2, 0.1, 0.4], 'response_idx': 0}",0,love,"['honor', 'worship', 'admire', 'love']","{'proba': [0.1, 0.1, 0.4, 0.4], 'response_idx': 2}",2,love,"['honor', 'worship', 'admire', 'love']","{'proba': [0.1, 0.2, 0.6, 0.1], 'response_idx': 2}",2,love,"['honor', 'worship', 'admire', 'love']","{'proba': [0.1, 0.1, 0.2, 0.6], 'response_idx': 3}",3,love,"['honor', 'worship', 'admire', 'love']",{'love'},1.0,False
"Good morning, class!
We know that there are too many net bars around us. The Internet is popular and it makes our lives colorful. Many of us like going online very much because we can learn how to use the computer and get more information from the Internet. We can learn English. We can read some good newspapers and magazines. It can make us clever in playing computer games. We can send E-mails to our friends quickly. We can chat  freely online with our friends. It can help us get in touch with people from all over the world.
But some students spend too much time in playing computer game and some stay in the net bars all day and all night. Teenagers even get to have boyfriends or girlfriends online. They write too many letters to each other. It takes them to much time to chat online so they do worse and worse in their lessons and they don't study well any more. I think we mustn't get online when it is time for us to study. We can do it in summer or winter holidays. We should get online with adults --our teacher or parents.
At the same time, if we have lots of free time, we can do some out-of-class activities at school. We usually have activities from 4:50 to 5:50 in the afternoon. We have different kinds of activities. If you are interested in sports, you can play basketball or football. We can go to the English Corner. We can practice talking in English there. We hope we can spend more time on our subjects or on such activities that we can learn a lot from and less time on the Internet.
Thank you for listening to me. That's all.

Which of the following is NOT right?","['We cannot do out-of-class activities from 4:50 to 5:50 p.m.', 'There are too many net bars in the cities.', 'We can learn English from the Internet.', ""We mustn't get online when we are studying at school.""]",We cannot do out-of-class activities from 4:50 to 5:50 p.m.,0,race,1.0,"{'proba': [0.9, 0.05, 0.03, 0.02], 'response_idx': 0}",0,We cannot do out-of-class activities from 4:50 to 5:50 p.m.,"['We cannot do out-of-class activities from 4:50 to 5:50 p.m.', 'There are too many net bars in the cities.', 'We can learn English from the Internet.', ""We mustn't get online when we are studying at school.""]","{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,We cannot do out-of-class activities from 4:50 to 5:50 p.m.,"['We cannot do out-of-class activities from 4:50 to 5:50 p.m.', 'There are too many net bars in the cities.', 'We can learn English from the Internet.', ""We mustn't get online when we are studying at school.""]","{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,We cannot do out-of-class activities from 4:50 to 5:50 p.m.,"['We cannot do out-of-class activities from 4:50 to 5:50 p.m.', 'There are too many net bars in the cities.', 'We can learn English from the Internet.', ""We mustn't get online when we are studying at school.""]","{'proba': [0.8, 0.1, 0.05, 0.05], 'response_idx': 0}",0,We cannot do out-of-class activities from 4:50 to 5:50 p.m.,"['We cannot do out-of-class activities from 4:50 to 5:50 p.m.', 'There are too many net bars in the cities.', 'We can learn English from the Internet.', ""We mustn't get online when we are studying at school.""]",{'We cannot do out-of-class activities from 4:50 to 5:50 p.m.'},1.0,True
"Use the information to answer the question. Over the last 150 years, the use of fossil fuels has increased, resulting in more carbon dioxide and other greenhouse gases in the atmosphere. Some scientists think that these atmospheric gases will result in global warming. Scientists have recorded data on global temperature changes and have predicted possible changes in sea level that may affect Maryland residents. Which result of global warming will most negatively affect coastal residents in Maryland?","['loss of shore land', 'decrease in average temperature', 'erosion of mountains', 'increase in the size of the polar ice caps']",loss of shore land,0,arc,1.0,"{'proba': [0.05, 0.85, 0.05, 0.05], 'response_idx': 1}",1,loss of shore land,"['loss of shore land', 'decrease in average temperature', 'erosion of mountains', 'increase in the size of the polar ice caps']","{'proba': [0.9, 0.01, 0.01, 0.08], 'response_idx': 0}",0,loss of shore land,"['loss of shore land', 'decrease in average temperature', 'erosion of mountains', 'increase in the size of the polar ice caps']","{'proba': [0.05, 0.05, 0.05, 0.85], 'response_idx': 3}",3,loss of shore land,"['loss of shore land', 'decrease in average temperature', 'erosion of mountains', 'increase in the size of the polar ice caps']","{'proba': [0.9, 0.05, 0.02, 0.03], 'response_idx': 0}",0,loss of shore land,"['loss of shore land', 'decrease in average temperature', 'erosion of mountains', 'increase in the size of the polar ice caps']",{'loss of shore land'},1.0,True
Who produced the first Chinook helicopter in 1961?,"['boeing aircraft corporation', 'boeing information services inc', 'boeing', 'boeing commercial airlines']",boeing,0,trivia,0.25,"{'proba': [0.5, 0.1, 0.3, 0.1], 'response_idx': 0}",0,boeing,"['boeing aircraft corporation', 'boeing information services inc', 'boeing', 'boeing commercial airlines']","{'proba': [0.1, 0.5, 0.4, 0.0], 'response_idx': 1}",1,boeing aircraft corporation,"['boeing aircraft corporation', 'boeing information services inc', 'boeing', 'boeing commercial airlines']","{'proba': [0.8, 0.1, 0.1, 0.0], 'response_idx': 0}",0,boeing aircraft corporation,"['boeing aircraft corporation', 'boeing information services inc', 'boeing', 'boeing commercial airlines']","{'proba': [0.7, 0.1, 0.1, 0.1], 'response_idx': 0}",0,boeing aircraft corporation,"['boeing aircraft corporation', 'boeing information services inc', 'boeing', 'boeing commercial airlines']","{'boeing aircraft corporation', 'boeing'}",0.75,False
"The local place didn't have the variety the customer was after, so he traveled to see the show room in the big what?","['theater', 'car dealership', 'city', 'dancehall']",city,0,csqa,1.0,"{'proba': [0.1, 0.7, 0.1, 0.1], 'response_idx': 1}",1,city,"['theater', 'car dealership', 'city', 'dancehall']","{'proba': [0.6, 0.1, 0.1, 0.2], 'response_idx': 0}",0,city,"['theater', 'car dealership', 'city', 'dancehall']","{'proba': [0.6, 0.1, 0.2, 0.1], 'response_idx': 0}",0,city,"['theater', 'car dealership', 'city', 'dancehall']","{'proba': [0.1, 0.3, 0.5, 0.1], 'response_idx': 2}",2,city,"['theater', 'car dealership', 'city', 'dancehall']",{'city'},1.0,True
What is something children do at home that is very addictive?,"['play basketball', 'draw', 'listen to music', 'watch television']",watch television,0,csqa,1.0,"{'proba': [0.7, 0.1, 0.1, 0.1], 'response_idx': 0}",0,watch television,"['play basketball', 'draw', 'listen to music', 'watch television']","{'proba': [0.1, 0.2, 0.6, 0.1], 'response_idx': 2}",2,watch television,"['play basketball', 'draw', 'listen to music', 'watch television']","{'proba': [0.7, 0.1, 0.1, 0.1], 'response_idx': 0}",0,watch television,"['play basketball', 'draw', 'listen to music', 'watch television']","{'proba': [0.1, 0.2, 0.2, 0.5], 'response_idx': 3}",3,watch television,"['play basketball', 'draw', 'listen to music', 'watch television']",{'watch television'},1.0,True
"The Sweetest Sight
I was in the most beautiful city in the world, yet I only wanted home.
It was an amazing week for my husband and me--the trip of a lifetime. Months ago, when my husband told me that he would have a meeting in London, I told him my wish to go to Europe together with him. Then we asked his mother to look after our two children and started off.
During the week's time, we visited London and Paris--as much as we could, Big Ben, the Eiffel Tower and so on. All these were beautiful places we expected to see before. We really had a fantastic time.
On our last night in Paris, after we enjoyed the night sight of the Eiffel Tower, my husband called home. His mother answered the phone. In a second, my husband's face fell and looked so worried. I could feel there was something bad.
""What's wrong?"" I asked.
He didn't answer and went on to listen. A few minutes later, he said sadly to me that Tony, our seven-year-old son, fell down from his bike and broke his leg. He must be sent to hospital at once.
At that moment, Paris suddenly lost its charm .
""I don't want to be here! I shouldn't be here! I should be home with my kids!""
We hurried back to our hotel and then to the airport...
Finally, we got home. We rushed into our children's bedroom. Seeing our two children, I suddenly understood the truth: There is no sweeter sight in the world than our children's faces that greet us at home.

Who went to the Europe countries?","['The writer.', 'Her husband.', 'The writer and her husband.', 'All her family members.']",The writer and her husband.,0,race,1.0,"{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,The writer and her husband.,"['The writer.', 'Her husband.', 'The writer and her husband.', 'All her family members.']","{'proba': [0.0, 0.0, 0.1, 0.9], 'response_idx': 3}",3,The writer and her husband.,"['The writer.', 'Her husband.', 'The writer and her husband.', 'All her family members.']","{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,The writer and her husband.,"['The writer.', 'Her husband.', 'The writer and her husband.', 'All her family members.']","{'proba': [0.1, 0.1, 0.8, 0.0], 'response_idx': 2}",2,The writer and her husband.,"['The writer.', 'Her husband.', 'The writer and her husband.', 'All her family members.']",{'The writer and her husband.'},1.0,True
Arlanda international airport is in which country?,"['sweden', 'sverige', 'konungariket sverige', 'sveden']",sweden,0,trivia,1.0,"{'proba': [0.4, 0.3, 0.2, 0.1], 'response_idx': 0}",0,sweden,"['sweden', 'sverige', 'konungariket sverige', 'sveden']","{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,sweden,"['sweden', 'sverige', 'konungariket sverige', 'sveden']","{'proba': [0.9, 0.05, 0.03, 0.02], 'response_idx': 0}",0,sweden,"['sweden', 'sverige', 'konungariket sverige', 'sveden']","{'proba': [0.4, 0.3, 0.2, 0.1], 'response_idx': 0}",0,sweden,"['sweden', 'sverige', 'konungariket sverige', 'sveden']",{'sweden'},1.0,True
Which country does the airline Aero Lloyd come from?,"['duitsland', 'deuchland', 'germany', 'fr germany']",germany,0,trivia,1.0,"{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,germany,"['duitsland', 'deuchland', 'germany', 'fr germany']","{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,germany,"['duitsland', 'deuchland', 'germany', 'fr germany']","{'proba': [0.1, 0.2, 0.2, 0.5], 'response_idx': 3}",3,germany,"['duitsland', 'deuchland', 'germany', 'fr germany']","{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,germany,"['duitsland', 'deuchland', 'germany', 'fr germany']",{'germany'},1.0,True
"In a grassland ecosystem, organisms of the same species eat the same food. When there is a lack of rain, which is most likely increased?","['competition for space', 'competition for resources', 'population density', 'carrying capacity']",competition for resources,0,arc,1.0,"{'proba': [0.1, 0.7, 0.1, 0.1], 'response_idx': 1}",1,competition for resources,"['competition for space', 'competition for resources', 'population density', 'carrying capacity']","{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,competition for resources,"['competition for space', 'competition for resources', 'population density', 'carrying capacity']","{'proba': [0.1, 0.1, 0.2, 0.6], 'response_idx': 3}",3,competition for resources,"['competition for space', 'competition for resources', 'population density', 'carrying capacity']","{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,competition for resources,"['competition for space', 'competition for resources', 'population density', 'carrying capacity']",{'competition for resources'},1.0,True
"When they got out of the car in the mountains he felt like he was breathing fresh air for the first time, he began to do what to enjoy it more?","['feeling good', 'breathe deeply', 'living', 'hyperventilate']",breathe deeply,0,csqa,1.0,"{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,breathe deeply,"['feeling good', 'breathe deeply', 'living', 'hyperventilate']","{'proba': [0.1, 0.7, 0.1, 0.1], 'response_idx': 1}",1,breathe deeply,"['feeling good', 'breathe deeply', 'living', 'hyperventilate']","{'proba': [0.1, 0.2, 0.7, 0.0], 'response_idx': 2}",2,breathe deeply,"['feeling good', 'breathe deeply', 'living', 'hyperventilate']","{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,breathe deeply,"['feeling good', 'breathe deeply', 'living', 'hyperventilate']",{'breathe deeply'},1.0,True
Both Richard and Karen Carpenter came fro which state?,"['connecticut', 'ct usa', 'nutmeg state', 'economy of connecticut']",connecticut,0,trivia,0.75,"{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,connecticut,"['connecticut', 'ct usa', 'nutmeg state', 'economy of connecticut']","{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,connecticut,"['connecticut', 'ct usa', 'nutmeg state', 'economy of connecticut']","{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,ct usa,"['connecticut', 'ct usa', 'nutmeg state', 'economy of connecticut']","{'proba': [0.1, 0.1, 0.1, 0.1], 'response_idx': 0}",0,connecticut,"['connecticut', 'ct usa', 'nutmeg state', 'economy of connecticut']","{'ct usa', 'connecticut'}",0.75,False
What was Rambo's first name?,"['john', 'john disambiguation', 'john european rulers', 'john song']",john,0,trivia,1.0,"{'proba': [0.9, 0.05, 0.025, 0.025], 'response_idx': 0}",0,john,"['john', 'john disambiguation', 'john european rulers', 'john song']","{'proba': [0.9, 0.05, 0.025, 0.025], 'response_idx': 0}",0,john,"['john', 'john disambiguation', 'john european rulers', 'john song']","{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,john,"['john', 'john disambiguation', 'john european rulers', 'john song']","{'proba': [0.9, 0.05, 0.025, 0.025], 'response_idx': 0}",0,john,"['john', 'john disambiguation', 'john european rulers', 'john song']",{'john'},1.0,True
"In Florida, both panthers and bobcats prey on white-tailed deer. How will their competition for food most likely be affected if white-tailed deer populations in Florida suddenly decreases?","['Competition will increase between white-tailed deer and bobcats.', 'Competition will increase between bobcats and panthers.', 'Competition will decrease between white-tailed deer and panthers.', 'Competition will decrease between bobcats and panthers.']",Competition will increase between bobcats and panthers.,0,arc,0.5,"{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,Competition will increase between bobcats and panthers.,"['Competition will increase between white-tailed deer and bobcats.', 'Competition will increase between bobcats and panthers.', 'Competition will decrease between white-tailed deer and panthers.', 'Competition will decrease between bobcats and panthers.']","{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,Competition will decrease between bobcats and panthers.,"['Competition will increase between white-tailed deer and bobcats.', 'Competition will increase between bobcats and panthers.', 'Competition will decrease between white-tailed deer and panthers.', 'Competition will decrease between bobcats and panthers.']","{'proba': [0.1, 0.1, 0.6, 0.2], 'response_idx': 2}",2,Competition will decrease between bobcats and panthers.,"['Competition will increase between white-tailed deer and bobcats.', 'Competition will increase between bobcats and panthers.', 'Competition will decrease between white-tailed deer and panthers.', 'Competition will decrease between bobcats and panthers.']","{'proba': [0.1, 0.7, 0.1, 0.1], 'response_idx': 1}",1,Competition will increase between bobcats and panthers.,"['Competition will increase between white-tailed deer and bobcats.', 'Competition will increase between bobcats and panthers.', 'Competition will decrease between white-tailed deer and panthers.', 'Competition will decrease between bobcats and panthers.']","{'Competition will decrease between bobcats and panthers.', 'Competition will increase between bobcats and panthers.'}",0.75,False
What is a person who has become a minimalist hope to achieve?,"['new computer', 'peacefulness', 'own house', 'freedom from want']",freedom from want,0,csqa,0.5,"{'proba': [0.4, 0.1, 0.1, 0.4], 'response_idx': 0}",0,peacefulness,"['new computer', 'peacefulness', 'own house', 'freedom from want']","{'proba': [0.1, 0.6, 0.1, 0.2], 'response_idx': 1}",1,freedom from want,"['new computer', 'peacefulness', 'own house', 'freedom from want']","{'proba': [0.6, 0.1, 0.1, 0.2], 'response_idx': 0}",0,freedom from want,"['new computer', 'peacefulness', 'own house', 'freedom from want']","{'proba': [0.1, 0.4, 0.1, 0.4], 'response_idx': 1}",1,peacefulness,"['new computer', 'peacefulness', 'own house', 'freedom from want']","{'freedom from want', 'peacefulness'}",0.75,False
The increasing scarcity of elephants and rhinos led ot a 1989 ban on which substance?,"['list of animals that produce ivory', 'elfenbein', 'ivory board', 'ivory']",ivory,0,trivia,1.0,"{'proba': [0.1, 0.1, 0.8, 0.0], 'response_idx': 2}",2,ivory,"['list of animals that produce ivory', 'elfenbein', 'ivory board', 'ivory']","{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,ivory,"['list of animals that produce ivory', 'elfenbein', 'ivory board', 'ivory']","{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,ivory,"['list of animals that produce ivory', 'elfenbein', 'ivory board', 'ivory']","{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,ivory,"['list of animals that produce ivory', 'elfenbein', 'ivory board', 'ivory']",{'ivory'},1.0,True
Jersey Joe Walcott was a world champion in which sport?,"['boxing', 'corner person', 'cornermen', 'fist fight']",boxing,0,trivia,1.0,"{'proba': [0.9, 0.05, 0.025, 0.025], 'response_idx': 0}",0,boxing,"['boxing', 'corner person', 'cornermen', 'fist fight']","{'proba': [0.05, 0.85, 0.05, 0.05], 'response_idx': 1}",1,boxing,"['boxing', 'corner person', 'cornermen', 'fist fight']","{'proba': [0.9, 0.05, 0.03, 0.02], 'response_idx': 0}",0,boxing,"['boxing', 'corner person', 'cornermen', 'fist fight']","{'proba': [0.9, 0.05, 0.03, 0.02], 'response_idx': 0}",0,boxing,"['boxing', 'corner person', 'cornermen', 'fist fight']",{'boxing'},1.0,True
Ice water is poured into four cups made of different materials. The cup made of which material will be the coldest to touch after one minute?,"['glass', 'foam', 'plastic', 'metal']",metal,0,arc,0.25,"{'proba': [0.7, 0.1, 0.1, 0.1], 'response_idx': 0}",0,metal,"['glass', 'foam', 'plastic', 'metal']","{'proba': [0.1, 0.6, 0.2, 0.1], 'response_idx': 1}",1,foam,"['glass', 'foam', 'plastic', 'metal']","{'proba': [0.1, 0.6, 0.2, 0.1], 'response_idx': 1}",1,foam,"['glass', 'foam', 'plastic', 'metal']","{'proba': [0.1, 0.7, 0.1, 0.1], 'response_idx': 1}",1,foam,"['glass', 'foam', 'plastic', 'metal']","{'foam', 'metal'}",0.75,False
One 7.0 kg bowling ball is lifted to a storage shelf 1.0 m above the floor. A second 7.0 kg ball is lifted to a storage shelf 2.0 m above the floor. Which of the following best explains why the measured force of gravity on each ball is nearly identical?,"['The final potential energy of each ball increased.', 'The amount of work required to lift each ball is identical.', ""The gravitational force of each ball on the other cancels out the force of Earth's gravity."", ""The distance of each ball from Earth's center of mass is almost identical.""]",The distance of each ball from Earth's center of mass is almost identical.,0,arc,1.0,"{'proba': [0.8, 0.1, 0.05, 0.05], 'response_idx': 0}",0,The distance of each ball from Earth's center of mass is almost identical.,"['The final potential energy of each ball increased.', 'The amount of work required to lift each ball is identical.', ""The gravitational force of each ball on the other cancels out the force of Earth's gravity."", ""The distance of each ball from Earth's center of mass is almost identical.""]","{'proba': [0.1, 0.2, 0.1, 0.6], 'response_idx': 3}",3,The distance of each ball from Earth's center of mass is almost identical.,"['The final potential energy of each ball increased.', 'The amount of work required to lift each ball is identical.', ""The gravitational force of each ball on the other cancels out the force of Earth's gravity."", ""The distance of each ball from Earth's center of mass is almost identical.""]","{'proba': [0.8, 0.1, 0.05, 0.05], 'response_idx': 0}",0,The distance of each ball from Earth's center of mass is almost identical.,"['The final potential energy of each ball increased.', 'The amount of work required to lift each ball is identical.', ""The gravitational force of each ball on the other cancels out the force of Earth's gravity."", ""The distance of each ball from Earth's center of mass is almost identical.""]","{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,The distance of each ball from Earth's center of mass is almost identical.,"['The final potential energy of each ball increased.', 'The amount of work required to lift each ball is identical.', ""The gravitational force of each ball on the other cancels out the force of Earth's gravity."", ""The distance of each ball from Earth's center of mass is almost identical.""]","{""The distance of each ball from Earth's center of mass is almost identical.""}",1.0,True
In TV's All In The Family what was Mike and Gloria's son called?,"['joey disambiguation', 'joey film', 'joey', 'joey song']",joey,0,trivia,1.0,"{'proba': [0.1, 0.1, 0.1, 0.1], 'response_idx': 0}",0,joey,"['joey disambiguation', 'joey film', 'joey', 'joey song']","{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,joey,"['joey disambiguation', 'joey film', 'joey', 'joey song']","{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,joey,"['joey disambiguation', 'joey film', 'joey', 'joey song']","{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,joey,"['joey disambiguation', 'joey film', 'joey', 'joey song']",{'joey'},1.0,True
"It was something that had weighed on him his whole life, finally discovering truth was a what?","['satisfaction', 'relief', 'happiness', 'conclusion']",relief,0,csqa,1.0,"{'proba': [0.1, 0.4, 0.2, 0.3], 'response_idx': 1}",1,relief,"['satisfaction', 'relief', 'happiness', 'conclusion']","{'proba': [0.1, 0.2, 0.2, 0.5], 'response_idx': 3}",3,relief,"['satisfaction', 'relief', 'happiness', 'conclusion']","{'proba': [0.25, 0.25, 0.25, 0.25], 'response_idx': 2}",2,relief,"['satisfaction', 'relief', 'happiness', 'conclusion']","{'proba': [0.2, 0.4, 0.3, 0.1], 'response_idx': 1}",1,relief,"['satisfaction', 'relief', 'happiness', 'conclusion']",{'relief'},1.0,True
An ice cube placed in sunlight melts quickly. Which BEST explains this event?,"['The Sun makes heat.', 'The ice cube looks clear.', 'The ice cube is a solid.', 'The Sun is far away.']",The Sun makes heat.,0,arc,1.0,"{'proba': [0.8, 0.1, 0.05, 0.05], 'response_idx': 0}",0,The Sun makes heat.,"['The Sun makes heat.', 'The ice cube looks clear.', 'The ice cube is a solid.', 'The Sun is far away.']","{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,The Sun makes heat.,"['The Sun makes heat.', 'The ice cube looks clear.', 'The ice cube is a solid.', 'The Sun is far away.']","{'proba': [0.1, 0.1, 0.8, 0.0], 'response_idx': 2}",2,The Sun makes heat.,"['The Sun makes heat.', 'The ice cube looks clear.', 'The ice cube is a solid.', 'The Sun is far away.']","{'proba': [0.8, 0.05, 0.1, 0.05], 'response_idx': 0}",0,The Sun makes heat.,"['The Sun makes heat.', 'The ice cube looks clear.', 'The ice cube is a solid.', 'The Sun is far away.']",{'The Sun makes heat.'},1.0,True
"Hi, my name's Alan. I'm fourteen years old. I go to Canyon Middle School in America. I go to school on weekdays, but not on Saturday or Sunday. I usually have breakfast at eight o'clock. I enjoy some bread and milk for breakfast. My class starts at ten to nine. My friend Lisa sits in front of me, and my friend Peter sits next to me. We have three lessons in the morning, and we usually have English, maths in the morning. In the afternoon, we usually have a PE lesson and we often play basketball. That's my favourite. I don't like history or geography because they are difficult. After school, I usually go back home at once. In the evening, I enjoy watching TV.

Why doesn't Alan like geography?","[""Because it's not funny."", ""Because it's too easy."", ""Because it's hard."", ""Because it's very long.""]",Because it's hard.,0,race,1.0,"{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,Because it's hard.,"[""Because it's not funny."", ""Because it's too easy."", ""Because it's hard."", ""Because it's very long.""]","{'proba': [0.1, 0.1, 0.8, 0.0], 'response_idx': 2}",2,Because it's hard.,"[""Because it's not funny."", ""Because it's too easy."", ""Because it's hard."", ""Because it's very long.""]","{'proba': [0.1, 0.1, 0.8, 0.0], 'response_idx': 2}",2,Because it's hard.,"[""Because it's not funny."", ""Because it's too easy."", ""Because it's hard."", ""Because it's very long.""]","{'proba': [0.1, 0.1, 0.8, 0.0], 'response_idx': 2}",2,Because it's hard.,"[""Because it's not funny."", ""Because it's too easy."", ""Because it's hard."", ""Because it's very long.""]","{""Because it's hard.""}",1.0,True
In which country is the Bendorf bridge?,"['foederal republic of germany', 'germany', 'geramny', 'nemska']",germany,0,trivia,1.0,"{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,germany,"['foederal republic of germany', 'germany', 'geramny', 'nemska']","{'proba': [0.0, 0.9, 0.0, 0.1], 'response_idx': 1}",1,germany,"['foederal republic of germany', 'germany', 'geramny', 'nemska']","{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,germany,"['foederal republic of germany', 'germany', 'geramny', 'nemska']","{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,germany,"['foederal republic of germany', 'germany', 'geramny', 'nemska']",{'germany'},1.0,True
