question,options,answer,answer_idx,source
Which of the following Earth layers has the greatest density?,"['inner core', 'crust', 'mantle', 'outer core']",inner core,0,arc
In which decade was Ewan McGregor born?,"['1970s', 'nineteen seventies', '1970–1979', '70 s']",1970s,0,trivia
"A simple food chain includes hawks, lizards, and insects. Which will most likely happen to the lizard and hawk populations if a pesticide is sprayed to kill the insects, and the lizard and hawk populations cannot find other food in this ecosystem?","['Both the lizard population and the hawk population will decrease.', 'Both the lizard population and the hawk population will increase.', 'The lizard population will increase, but the hawk population will decrease.', 'The lizard population will decrease, but the hawk population will increase.']",Both the lizard population and the hawk population will decrease.,0,arc
"Our new neighbours are the Browns. They have two children, a boy and a girl. The boy is Jack and the girl is Alice. Jack is 11, and he is one year older than me. Alice and my sister Nancy are 8 years old.
At weekends, Nancy and I like to go to play with Alice and Jack. Both Jack and I really enjoy playing computer games. Sometimes the girls join us, but the games they enjoy are different from the ones we like.
There is a big park near our house. Sometimes, when the weather is fine, the four of us will go for bike rides there. We often stop at the huge playground to have some fun. Jack and I like to play basketball, but the girls prefer to sing and dance.
Our families often have dinner together. On some days, they come over to our house and on other days, we go over to theirs. Mr Brown and his wife cook really well.
Nancy and I are very glad to have the Browns next door. It's great to have friends living so near.

Who are the writer's new neighbours?","['The Browns.', 'A family of three.', 'Jack and Nancy.', 'Alice and Nancy.']",The Browns.,0,race
Organisms can be separated by their most basic characteristics into the broadest groups known as,"['domains.', 'kingdoms.', 'phyla.', 'orders.']",domains.,0,arc
"Henry is a naughty boy in Bayern, Germany. He has big eyes and a small mouth. One day, Henry is playing in front of a house. A woman comes up. She has small eyes. And she asks Henry, ""Little boy, is your mother at home?""
""Yes, she is."" answers the boy. And Henry goes on playing happily.
Then the woman goes over to ring the bell. The bell rings and rings, but no one comes to open the door. The woman gets angry and calls out to him, "" You tell me your mother is at home, don't you?""
""Yes,"" the boy answers. ""My mother is at home, but this isn't my home.""
Then the woman stares at   Henry. The boy says, ""You have big eyes, too!""

One day, Henry is playing   _   .","['in front of a house', 'in the park', 'in the street', 'in front of a shop']",in front of a house,0,race
"Animals suffer from some of the same things man does, it isn't uncommon for a pet to what?","['die of cancer', 'bathe', 'copulate', 'lick on face', 'bite']",die of cancer,0,csqa
In which state was Quincy Jones born?,"['illinois', 'state of illinois', 'illinois state', 'sports in illinois']",illinois,0,trivia
"The deep sea is not an easy place to live in. It's cold and dark. The deeper it is, the less sunlight there is. At about 3,000 feet, there is no light at all. It's very dark in the sea. Many fishes have no eyes, but some have big eyes. A few have eyes only on one side.
Besides the coldness and the darkness, deep sea animals face a third danger--other animals.
Animals must find food to eat. Many animals eat plants, and some eat meat. This means these sea animals have two big jobs. One is that they need to find animals as their food, and the other is that they have to try not to become other animals' meals.
,. (5)

The deep sea is not an easy place to live in, because  _  .","[""it's cold and dark"", ""it's blue"", 'it has sunlight', 'it has lots of plants']",it's cold and dark,0,race
"When people discover something new while chatting with friends, why are they likely to continue talking?","['learning about', 'agreement', 'to fill their time', 'discomfort', 'misunderstanding']",learning about,0,csqa
John is studying animals.   What is one of the many things he has to watch them doing?,"['copulate', 'bathe', 'bite', 'die of cancer', 'obesity']",copulate,0,csqa
What was the first film Alfred Hitchcock made in Hollywood?,"['rebecca', 'rivko', 'rebbecca', 'rifka']",rebecca,0,trivia
Which of these is only found outside the solar system?,"['nebulae', 'planets', 'moons', 'comets']",nebulae,0,arc
"The man was crass and rude, all the what in the office filed a complaint together?","['women', 'lady', 'wifes husband', 'her', 'female person']",women,0,csqa
Which city does David Soul come from?,"['chicago', 'chicago il', 'chicago transportation committee', 'chicago united states']",chicago,0,trivia
Ice will form on small ponds when the temperature drops below 0°C. Which property of ice is most beneficial to fish living in these ponds?,"['Ice had a density lower than the density of water.', 'Ice has a temperature colder than the temperature of water.', 'Ice absorbs sunlight that is reflected by water.', 'Ice traps more pollution than is trapped by water.']",Ice had a density lower than the density of water.,0,arc
John couldn't reach the place he needed to dust.  What couldn't he reach?,"['shelf', 'coffee shop', 'fridge', 'table', 'library']",shelf,0,csqa
In which jumping event did Carl Lewis win Olympic gold's?,"['long jump', 'longjumper', 'longjump', 'farthest jumper']",long jump,0,trivia
Albert Giacometti found fame as what?,"['sculptor', 'prehistoric sculpture', 'sculpting', 'sculpter']",sculptor,0,trivia
"Dear Lily,
Welcome to our school for a visit. I am very glad to tell you how to get to our school. Here is the _ . When you walk out of the station, please turn left, walk on and pass a crossing. You should walk on till the first traffic light and turn right. Then you will find a park on your left side. Walk along the street and pass the park. Then you will see a bank. Across from the bank is a narrow lane .Just go into the lane and walk about 100 meters, and you are sure to get to our school gate, at which the board reads No.1 Middle School in both Chinese and English.
Yours,
Li Ming

Where is the bank?","['Across from a narrow lane.', 'In front of a narrow lane.', 'Near a school.', 'Between a school and a park.']",Across from a narrow lane.,0,race
"In the ancient Arabic story called Ali Baba and the Forty Thieves, the young hero Ali Baba said ""Open Sesame"" and a door to hidden treasures was opened to him.The old story had a special meaning for Ma Yun.He drew inspiration from _ for Alibaba.com - Chinese largest e-commerce website.
In 1995, Ma Yun was working for a US trading company when he was introduced to the Internet.""I know nothing about computers and has never touched a keyboard,"" he said.He searched the word ""beer"" and nothing came up about Chinese products.
Ma Yun had an idea.Why not build a large Internet market to connect customers with companies from all over the world? They could do business online in that way.That was how Alibaba began.His company grew quickly.But that didn't mean everything went smoothly.In 2000, many Internet companies failed including Alibaba.But later, he was successful because he managed to attract  investment into his company.""You should stick to your dream,"" he said.""Everyone thought I was daydreaming when I started.But the most important thing is that we believe in our dream from past to today and tomorrow.Of course we made many mistakes, but we never give up.""
Ma Yun is also smart.For him, success in business is like trying to catch a rabbit.If there are nine rabbits, focus on catching one - don't try to catch them all,"" he said.""Change your ways if you need to, but don't change the rabbit.Get one first, put it in your pocket and then catch the others.""

Which is RIGHT according to the passage?","['We should never give up hope like Ma Yun.', 'We should always daydream like Ma Yun.', 'Ma Yun seldom made mistakes.', 'People should try to put nine rabbits in their pockets at the same time']",We should never give up hope like Ma Yun.,0,race
Which mechanism is not an example of a negative feedback mechanism in the human body?,"['contracting muscles', 'regulating blood pressure', 'regulating body temperature', 'maintaining blood sugar level']",contracting muscles,0,arc
"Two students are asked to make a chart on the electromagnetic spectrum. Reading left to right, one student's chart shows the spectrum from gamma rays to radio waves, while the other student's chart shows the opposite. If the teacher says that both charts are correct, then","['there are multiple ways to organize information.', 'it does not matter how the students label their charts.', 'the waves have the same properties.', 'the students are being encouraged to do their work.']",there are multiple ways to organize information.,0,arc
Attempting to light a wet match is likely to result in what?,"['frustration', 'make fire', 'rain', 'combustion', 'illumination']",frustration,0,csqa
"Is there intelligent life on other planets? For years, scientists said ""no"" or ""We don't know."" But today this is changing. Seth Shostak and Alexandra Barnett are astronomers. They believe intelligent life exists   somewhere in the universe. They also think we will soon contact these beings.
Why do Shostak and Barnett think intelligent life exists on other planets? The first reason is time. Scientists believe the universe is about 12 billion years old. ""This is long enough for other planets to have intelligent life,"" say Shostak and Barnet. The second reason is size--the universe is huge. ""Tools like the Hubble telescope have shown that there are at least 100 billion galaxies,"" says Shostak. ""And our galaxy, the Milk Way, has at least 100 billion stars. Some planets going around these stars might be similar to Earth.""
In the past, it was hard to look for signs of intelligent life in the universe. But now, powerful telescopes  allow scientists to discover smaller planets--the size of Mars or Earth in other solar systems. These planets might have intelligent life.
Have beings from space already visited Earth? ""Probably not,"" says Shostak. ""It's a long way away. However, intelligent beings may contact us in other way, such as radio signs. In fact, they may be trying to communicate with us now, but we don't have the right tools to receive their messages. However, this is changing. By 2025, we could make contact with other life forms in our universe and we might help each other.""

Why haven't beings from space visited us yet according to Shostak?","[""It's a long way away."", 'They are afraid of us.', ""They don't want to see us."", ""They don't know how to use radio signs.""]",It's a long way away.,0,race
"Mobile phone technology is developing rapidly. What will the future mobile be able to do and what will it look like? Take a look at the following mobile phones, and you'll find that some amazing phones are now coming our way.
Packet
The packet has five touch screens with different usages . When folded, the Packet is in a simple square shape. You can see the time and any messages you've received. Once you open it, the five screens will _ .
Cob alto
It has taken only two years for touch screen mobile phones to be used worldwide. Why not the 3D phones then? With an almost all-glass design, the Cobalto phone can make Google Maps even more useful, as shown here.
Human-body Phone
We often save photos of someone we love. When we miss them, we can see the photos. And now, Japanese scientists' human-body phone is more than just photos. With a human body shape, it's coated with a material just like human skin. When you're holding the phone, it feels as if you're holding someone you miss.
Paper Phone
How many times have you wanted to smash  your phone when talking to annoying people? With the Paper Phone, you'll soon be able to do it. As the world's first flexible  mobile phone, it can be bent freely while you're making calls, reading e-books and playing music.

When we miss someone very much, we can save photos of him or her with   _  .","['the Human-body Phone', 'the Packet', 'the Cobalto', 'the Paper Phone']",the Human-body Phone,0,race
"When you make soap bubbles, what is inside the bubbles?","['Air', 'Soap', 'Water', 'Nothing']",Air,0,arc
Who presented the first Oscars?,"['douglas fairbanks', 'douglas fairbanks film corporation', 'douglas elton thomas ulman', 'douglas fairbanks sr']",douglas fairbanks,0,trivia
Who was Axle Rose's famous singer father-in-law?,"['don everly', 'everly brothers', 'isaac everly', 'phillip everly']",don everly,0,trivia
A person with mental illness who stops their medication may have symptoms do what?,"['recur', 'effectively treated', 'cause hallucination', 'managed', 'ameliorated']",recur,0,csqa
Climbing a hill can give you a good way to survey what?,"['landscape', 'great outdoors', 'the clown', 'virginia', 'countryside']",landscape,0,csqa
"That warm day was the only day of the week without rain. I opened the door, took a seat and began to enjoy the wonderful sunshine. Suddenly, I noticed that the house near mine had been sold. An elderly lady was in front of the door, with some beautiful flowers beside her. I walked to her. She looked to be in her early eighties and had the prettiest white hair.
""Hi! My name is Karmen,"" I said smiling brightly at the old lady. She smiled back and said, ""Hello, Karmen. I'm Henrietta."" Her voice was very strong for someone at her age. Later, I learned she was alone and had no family or relatives to help her. From that day on, I often visited her and helped her with her housework and sometimes she gave me some delicious food. A year passed, and I considered Henrietta to be one of my best friends.
One day, I walked over for my morning visit and knocked on the door, but there was no answer. I knocked again, and she still didn' t _ . So I let myself in, using the key she had given me. I checked her living room and then her kitchen. I finally went into her bedroom, and she was lying peacefully on her bed. Beside her there were two notes. One was her will, which said all that she had would be given to me. The other was a thank-you note. I went to her bedside and cried sadly.
Though several years have gone by, I still miss her deeply. Whenever I look at the beautiful flowers in front of her house, I remember the wonderful friendship we had.

What can we learn from the passage?","['The writer got on very well with the old lady.', 'The old lady was not kind.', ""The writer didn't have any good friends."", ""The old lady didn't know how to make food.""]",The writer got on very well with the old lady.,0,race
"Sam treasured his freedom.  When he became a POW, he tried to escape from what?","['captivity', 'communism', 'oppression', 'slavery', 'bad marriage']",captivity,0,csqa
"Why do you study? Many students would simply reply: ""To get good result in the college entrance examination  ."" For several years, many have spoken out against the exams. Some say they have turned children into studying machines. Others think that one exam cannot possibly _ a student's true level of knowledge. So, should the exams be canceled?
Minister of Education Yuan Guiren doesn't think so. ""Officials and the rich might take advantage  if the college entrance examination were called off . And life would be more difficult for poor children. However, we do need to change the exams,"" Yuan said on March 7. He has put an exam reforms at the center of his fourth year in office. ""I think the exam is a fair way to choose talented people. But it should pay more attention to all-around  personal qualities, not just grades,"" said Cui Shangyu, a Senior 3 student in Sichuan. The college entrance examination was restored  in 1977. From then to 2007, 46.85 million people have entered higher education through the exam. According to survey by the Ministry of Education, 90 percent of people who participate  believed the college entrance examination could in some way change a person's life, especially for poor students in the countryside. The college entrance examination is not the only way to become a successful person. However, the process of preparing for the exam is a good experience, said Shen Hui, a Math teacher at Gaoyou Middle School in Jiangsu.
""Through it students can learn many things, such as how to deal with stress  and how to arrange a learning plan."" Shen said.

The writer wrote the passage mainly to  _  .","['encourage the improvement of the college entrance examination', 'criticize  the college entrance exam', 'discuss whether we should cancel the college entrance examination', 'introduce the history of the college entrance examination']",encourage the improvement of the college entrance examination,0,race
You've got all the hiking gear but your car wont start so you might have to head to the main road to do this for a ride?,"['waving thumb in air', 'hitting the next vehicle', 'plan', 'special boots', 'adventure']",waving thumb in air,0,csqa
"In certain species of plants, purple flowers (P) are dominant to white flowers (p). If two heterozygous plants are crossed, what will be the phenotype of the offspring?","['25% white flowers, 75% purple flowers', '100% purple flowers', '100% white flowers', '75% white flowers, 25% purple flowers']","25% white flowers, 75% purple flowers",0,arc
"Most students in China have their own school rules. So do the schools in other countries.
Japan: Most schools demand  that students wear uniforms, such as sports suits or skirts. They also demand that girls' white socks be folded in a certain way and boys' heads be shaved 
Other Japanese schools tell students that they may not date, go to movies, leave home after sunset or play video games without permission from school.
USA: For safety at home USA schools, students must have a pair of indoor shoes to change into at school every day. This makes sure students won't fall over on the slippery floors and keeps the schools clean. Gum chewing is not allowed in many USA school buildings, as it is difficult to clean up. And if students chew gum in class, they may not focus on study.
UK: Strange hairstyles are not allowed in some British schools. But they might allow students to wear certain hairstyles during the World Cup years. Two students had a special design shaved into their hair during 2002 World Cup. But they were not accepted by their school after that because the school said the rules changed since then.

Many Japanese students have to follow the following rules EXCEPT_.","['wear indoor shoes at school', 'wear uniform', ""boys' heads should be shaved"", ""can't leave home after sunset""]",wear indoor shoes at school,0,race
Sam was a student at Elmhurst elementary .  She was late when the bell rang so she ran in the hall trying to do what?,"['go to class', 'go to high school', 'answer question', 'charming', 'try to get']",go to class,0,csqa
"Whilst his girlfriend preferred sweet, he preferred what kind of snacks?","['salty', 'lame', 'sour', 'ocean', 'dry']",salty,0,csqa
Where do executives sit on the top floor?,"['office building', 'chair', 'apartment building', 'tall building', 'apartment highrise']",office building,0,csqa
"August 14, 2002
#The biggest shopping center KRF will open on August 18. Everyone with Today's newspaper will get a small gift. You are welcome.
Address: No. 6 Bridge Street
#English Newspaper, is looking for good English speakers as editors. He should study news in college. He will get $8,000 a year. Please send you application form  in 10 days.
Tel: 3898766 Address: No 5 Longway Street Email: englishnewspaper@yahoo.com
#Traditional Chinese doctor treatment. RMB 200/hourI'll go to your home.
Mobile: 137629390
#New York VS Chinese Dragon Team
Time: 7 PM Sunday, August 17    Place: Star Stadium
Price: RMB 300, RMB 280, RMB 180, RMB 80,

If anyone has the newspaper of today, he will get a gift   _  .","['on August 18', 'on August 19', 'on August 17', 'on August 20']",on August 18,0,race
"Cinderella
Once upon a time, there lived an unhappy young girl. She was unhappy, for her mother died several years ago, and her father married   another woman. The woman had two daughters. They were her stepsisters (/)now. Her new mother didn't like her. All the nice dresses, shoes, delicious food, kind thoughts and care were for her own daughters.
For the poor unhappy girl, there was nothing at all. No dresses, only her stepsisters' hand-me-downs . No lovely dishes and no nice rests. For she had to work hard all day, and only when evening came, she could sit for a while by the fire, near the cinders (,). That is how she got her nickname-Cinderella.

Cinderella could have a rest only   _  .","['in the evening', 'in the morning', 'in the afternoon', 'after lunch']",in the evening,0,race
What is Mick Jagger's middle name?,"['philip', 'phélyp', 'filipp', 'phillip disambiguation']",philip,0,trivia
"Our eating habits are very important for good health and a strong body. There are times when most of us would have sweet and ice-cream rather than eat meat and rice. Sweets and ice-cream are not bad for the stomach if we eat at the end of a meal. If we drink beer at meals, it may take away your appetite . It is important for us to eat our meal at the same time each day. When we feel hungry, it is a sign  that our body needs food. When we feel angry or excited, we may not want to eat.
A long time ago, in England, some judges  often decided whether a man was telling the truth by giving him some dry bread. If the man could not swallow the bread, it was a sign that he was not telling the truth. Although this seems very strange and rather foolish , it is really a good way of finding out the truth. A man who is worried has difficulty in swallowing anything dry. Because of his worriment, he loses his appetite and doesn't want to eat.

The word ""swallow"" means to   _  .","['take into the stomach through the throat', 'break with the teeth before taking in', 'eat with difficulty', 'drink like a fish']",take into the stomach through the throat,0,race
"London used to be ""foggy"" for the same reason that cities like Beijing' or Chongqing are ""foggy~ today. The ""fog was in fact smog, a mixture of smoke and fog.  In other words, it was made by air pollution  In London, some of this pollution came from factories, but much of it came from the coal that people burnt in their houses to keep warm during the winter. By the 1950s, London's smog problem had become so bad that the-government decided to do something to clean the air.  A new law was made and nobody could bum coal in any British city. Within a few years, the air became much cleaner. There were no more "" _ "".             .
Many Chinese cities now face the same sort of' problem with air pollution that . London faced 40 0r 50 years ago.  However, this problem is more difficult for Chinese cities to solve   One reason is that more of the pollution comes from the factories, rather than from coal burnt in people's houses  If these factories were closed, this would harm the economy  and lots of people would lose their jobs. Another reason is that changing from coal to cleaner fuel  , like gas, is quite expensive.
However, the air in many Chinese cities is becoming cleaner and cleaner, as the government and people pay more and more attention to cutting down pollution . As a result,there are fewer ""pea-soupers"" in Beijing than there used to be.
.

In China, air pollution is more difficult to solve  Which of the following is not the reason?.","['Chinese government pays little attention to it.', 'Most pollution comes from the factories', ""Changing from 'coal to cleaner fuel is quite expensive"", 'If factories were closed, this would harm the economy and lots of people would .lose their jobs.']",Chinese government pays little attention to it.,0,race
"I used to live in a small town with trees all around. It is about thirty years since I left my hometown. But I still remember what it was exactly like. And I often ""see"" it in many of my dreams. My hometown is a beautiful place. It stands beside a wide river and is rich in fish and rice.
But in the old days it was a poor and backward little town. Many people had no work. They lived a hard life. There was no tall building and the only street was narrow. But trees and flowers made the town beautiful. Just outside the town, there was a river. You could see different kinds of fish swimming in the clear water. People here lived a simple life.
Since a new policy  was taken by the government, great changes have taken place there. The streets have been widened. Factories, schools, hospitals, cinemas and theatres have been built one after another. People's life is greatly improved. You can see tall buildings, big department stores and factories everywhere. Different kinds of cars and buses are running in the wide streets.
But with the development of the industry , we have fewer trees. Air and water pollution is becoming more and more serious. And there are also other problems. We should try our best to make it richer. At the same time, we must do something to stop pollution and make our town even more beautiful.

How was the writer's hometown in the old days?","['poor but beautiful', 'rich and beautiful', 'poor but big', 'rich and developed']",poor but beautiful,0,race
What do the energy resources uranium and coal have in common?,"['They both are acquired by mining the lithosphere.', 'They both are formed from the remains of dead organisms.', 'They both release energy through combustion.', 'They both generate radioactive wastes.']",They both are acquired by mining the lithosphere.,0,arc
"On Children's Day 2004,Hong Kong held an interesting activity.In this activity,children and their parents played the rich and the poor.In the dinner,the rich could have delicious food,but the poor could only have bread with porridge.
Parents all hoped to have the dinner for the poor with their children.They hoped that their children could be taught a lesson from the dinner.
Now many people on earth don't have enough food or clothing.Every day only half of the world could enjoy enough food.
The activity was held to make the families understand the differences between the poor and the rich and also make parents know that too much material life won't always do good to the children.

From the news report we're clear that  _  .","[""children shouldn't be given too much material life"", 'children often change their minds', 'children of the poor work harder at school', ""children of the rich don't like the activity""]",children shouldn't be given too much material life,0,race
"The story happens on an island  called Berk. Hiccup, a Viking   teenager, lives with his tribe   on the island. The Vikings are strong and good sailors . They often go on adventures  . Fighting dragons is one of their traditions. Hiccup's father, Stoick the Vast, is the leader of the island. He hopes his son will become as strong as him and be the leader one day.
But it does not seem to go well for him. Hiccup is nothing like his father. He is weak. People say he is not suitable to be the future leader. But Hiccup is smart and has a great sense of humor.
Now Hiccup and other Viking teens are in Dragon Training. Hiccup will have to show others that he has what it takes to be a fighter.
One day Hiccup hits a dragon with a stone cannon  . He finds the hurt dragon named Toothless. Hiccup sets Toothless free and the two became friends.
But his new friendship goes against the village's tradition. He has to stop others from killing the dragon!
Will Hiccup be able to save his friend? What difficulties will he have to face? Go to see How to Train Your Dragon, a Hollywood 3D cartoon film. You'll find the answer. The film comes out on March 26.

Fighting dragons is  _  .","[""one of the Viking's traditions"", 'a 3D cartoon film', 'a subject at school', 'the name of funny story']",one of the Viking's traditions,0,race
"Have you ever seen a horse with toes ?Millions of years ago, horses had many toes. They had four toes on each front foot. They had three toes on each back foot. The horses were no bigger than the cats.These small horses lived in the forest. The toes helped the horses run on the soft, wet ground.
At first, it was very hot in the forest. But the weather changed. It became very cold. Many trees could not live in cold weather. The trees died and fell. Open fields took the place of forests. The sun made the ground dry and hard.
Horsed began to change, too. They began to get bigger. This took a long time. On the dry, hard land, horses needed only their middle toes for running. Their middle toes became hard. After a long time, horses had only one hard toe on each foot. Now we call this hard toe a

What was the weather like in the forest at first?","['Very hot', 'Very warm', 'Very cold', 'Very cool']",Very hot,0,race
"He wasn't able to enjoy the party because he was too worried about his things and cleaning up, where was the party?","['home', 'fraternity house', 'boat', ""friend's house"", 'blowing off steam']",home,0,csqa
Stars are organized into patterns called constellations. One constellation is named Leo. Which statement best explains why Leo appears in different areas of the sky throughout the year?,"['Earth revolves around the sun.', 'The sun revolves around Earth.', 'The constellations revolve around Earth.', 'Earth revolves around the constellations.']",Earth revolves around the sun.,0,arc
"Greek Roman  Festival
Friday, April 28th
You can join one group. As a member of the group, you will take part in at least ONE of the following activities.
1Compete in an Olympic event. Remember there is only small space for each event, so don't be late.
 Hercules Throw. Throw a football through a hoop  20 feet away.
 Three Headed Race Three people line up with touching legs tied. Then they run 100 metres in the playground.
 Toga Barrow Race This is like a wheelbarrow race. (Runners take hold of partners feet while partners walk on hands.)
2Make Greek or Roman food. Mrs Jones has a list of recipes  from ancient  Greece and Rome. You may make American food, but be sure to give it a special, mythological  name. For example, call your chocolate cake ""Zeus's Delight."" This is a great way to practice your skills in the kitchen.
3Create a work of art for the museum. Be sure your artwork shows ancient Greek or Roman culture. Artworks may include sculptures, paintings, mosaics, drawings or models. The museum is a great place to show off your artistic talent.
4Perform a new short performance, song or dance for the talent show. Rewrite your favorite Greek myth  by using modern language, or change the words of a popular song to tell a Greek or Roman story. Send your creative ideas to your English teacher for agreement. You must first perform for a group of teachers. The teachers choose the BEST performance groups for the talent show, so be sure your group has prepared for it.
This timetable will help groups know when each event will take place and where to go.
Group Number1:00-1:251:30-1:552:00-2:252:30-3:30IOlympics/
Playground Museum/Library Food Court/
Dining Hall IIFood Court/
Dining Hall Olympics/
Playground Museum/Library IIIMuseum/Library Food Court/
Dining Hall Olympics/
Playground Talent Show/
School Theatre

For what purpose is the festival most probably held?","['To help students learn about ancient Greek and Roman cultures.', 'To improve students artistic talent.', 'To make students more physically strong.', 'To make students more creative in making foods or performing.']",To help students learn about ancient Greek and Roman cultures.,0,race
"English Students' Education
English schools begin in September after a long summer holiday. There are two terms in a school year. The first term is from September to January, and the second term is from February to June. Most English children begin to go to school when they are five years old. When they finish high school, they are seventeen or eighteen years old.
High school students take only five or six subjects each term. They usually go the the same class every day, and they have homework for every class. After class, they do a lot of interesting things. After high school, many students go to college1. They usually have to pay a lot of money. So they have to work after class to get money for their studies.
Notes:1. go to college

High school students  _  after class.","['do interesting things', 'do housework', 'go to work', 'play sports']",do interesting things,0,race
Which compound does not contain individual molecules?,"['salt', 'water', 'hydrogen gas', 'carbon monoxide']",salt,0,arc
Sarah Vaughan first joined which band as singer?,"['earl hines', 'fatha hines', 'earl 22fatha 22 hines', 'earl kenneth hines']",earl hines,0,trivia
"The peanuts were sealed for freshness, so where were they placed?","['jar', 'peanut shells', 'carnival', 'ballpark', 'bought at grocery store']",jar,0,csqa
Which President wrote Why England Slept about the rise of Fascism?,"['john f kennedy', 'j f k', 'john f k', '35th president of united states']",john f kennedy,0,trivia
"Do you want to live a happier, less stressful life? Try laughing for no reason at all. That's how thousands of people start their day at Laughter Clubs around the world.
The first Laughter Club was started in Mumbai, India, in 1995, by Dr Madan Kataria. ""Children laugh about 300 times a day. Adults laugh between 7 and 15 times a day,"" says Dr Kataria. ""Everyone's naturally good at laughing -- it's the universal   language."" There are now more than 500 Laughter Clubs in India and over 1,300 worldwide.
Many doctors are also interested in the effects of laughter on our health. According to a 5-year study at the UCLS School of Medicine in California, with laughing there is less stress in the body. Laughter improves our health against illness by about 40%.
So what happens at a Laughter Club? I went along to the nearest club in the south of London to find out. I was quite nervous at the beginning of the class. I had no interest in laughing with a group of strangers, and I was worried about looking stupid  . Our laughter teacher told us to clap our hands   and say ""ho ho ho, ha ha ha"" while looking at each other. Although we couldn't tell the differences between _ laughter and real laughter, they still produced the same healthy effects.
Surprisingly, it worked! After ten minutes, everybody there was laughing for real and some people just couldn't stop! At the end of the class I was shocked by how relaxed and comfortable I felt. So if you're under stress, then start laughing.

Which is the BEST title for the passage?","['Try laughing at Laughter Clubs', 'A 5-year study', 'The first Laughter Club', 'A difficult language to learn']",Try laughing at Laughter Clubs,0,race
John left his plates secure in his belief that someone else would get it and went out with a full belly.  Where was john eating?,"['restaurant', 'dining room', 'shelf', 'cupboard', 'stomach']",restaurant,0,csqa
A beaver builds structures to block what sort of feature?,"['body of water', 'books', 'zoo', 'wooded area', 'animals']",body of water,0,csqa
What is the capital of Sierra Leone?,"['freetown', 'freetown settlement', 'capital of sierra leone', 'history of freetown sierra leone']",freetown,0,trivia
"He finished installing a swinging hinge on both parts, she had always wanted a fancy what?","['french door', 'swing door', 'gate', 'car door', 'exterior door']",french door,0,csqa
"Students want to plant a lemon tree at their school, but the cold winter temperatures in Massachusetts would kill the tree. Which of the following is the best solution to this problem?","['building a greenhouse to shelter the lemon tree', 'planting several lemon trees together in a row', 'giving the lemon tree extra fertilizer in the winter', 'tying a stake to the lemon tree for support during the winter']",building a greenhouse to shelter the lemon tree,0,arc
Which port lies between Puget Sound and Lake Washington?,"['seattle', 'seattleans', 'seattle washington', 'seatle']",seattle,0,trivia
Which would a scientist use in trying to model the cause of planetary years?,"[""a planet's distance from the Sun"", 'planetary mass', 'planetary color', ""a planet's core temperature""]",a planet's distance from the Sun,0,arc
"If a person celebrates by drinking too much, what is a likely consequence?","['hangovers', 'drinking', 'becoming tired', 'big head', 'being happy']",hangovers,0,csqa
"In the movie a fragile man is causing accidents, his hope is to find a person opposite of him who is what?","['unbreakable', 'undestroyable', 'indestructible', 'durable', 'invisible']",unbreakable,0,csqa
Which source of electricity would harm the environment the least?,"['solar power', 'diesel generator', 'hydroelectric dams', 'power lines']",solar power,0,arc
Which graph is best to present data collected on yearly water usage in the United States?,"['line graph', 'bar graph', 'scatterplot', 'circle graph']",line graph,0,arc
A sound is heard when you pluck a string on a guitar. What will happen to the sound if the same string is plucked harder?,"['The pitch will stay the same, and the volume will be higher.', 'The volume will stay the same, and the pitch will be higher.', 'Both the pitch and the volume will be higher.', 'Both the pitch and the volume will stay the same.']","The pitch will stay the same, and the volume will be higher.",0,arc
Who won golf's US Amateur Championship for the first time i n1994?,"['tiger woods', 'tont', 'eldrick t 22tiger 22 woods', 'cheetah woods']",tiger woods,0,trivia
"My name is Jack. I am a pupil of Grade One. I'm in No.1 Middle School. On weekdays I get up at six o'clock. I have breakfast at seven and then I go to school by bike. We begin our class at eight o'clock in the morning. We have four classes in the morning and three in the afternoon.
At noon, I have lunch at home. Classes are over at four fifteen in the afternoon. After class, we often play football in the afternoon. I go home at about five.
I have supper at about six thirty in the evening. I do my homework at seven thirty.
At weekend, I watch TV. I often go to bed at ten. I'm very happy.
,.

After class they often play   _   on the playground.","['football', 'volleyball', 'basketball', 'ping-pong']",football,0,race
"One weekend, a wife and a husband went to visit a shop in London. After they got back home, they couldn't find their camera. They thought the camera must be in the shop. After a few weeks,they went to that shop again and the boss gave their camera back to them.
When their picture of the camera came out, the husband saw two pictures he did not take. One isa man standing at the door of the shop. In his hand there is a piece of paper with some words onit ""I find your camera"". The other is a boy with a piece of paper in his hand. There are somewords on the paper too, ""I take the pictures.""

The husband saw   _   pictures he didn't take.","['two', 'three', 'four', 'no']",two,0,race
A girl walked for 30 minutes. She noticed that she traveled farther in the first 15 minutes of her walk than in the second 15 minutes. What can she conclude about her walk?,"['Her average speed was faster during the first half of her walk.', 'She walked over many hills.', 'She walked in two different directions.', 'She was walking at a constant speed.']",Her average speed was faster during the first half of her walk.,0,arc
"Giovanni has a wine cellar like many of his compatriots, where is he likely living?","['italy', 'house', 'mansion', 'fancy restaurant', 'good restaurant']",italy,0,csqa
Which comedian starred in the ABC sitcom Chicken Soup?,"['jackie mason', 'jacky mason', 'goldberg p i', 'jacob maza']",jackie mason,0,trivia
